strDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIngredient1,strMeasure1,strIngredient2,strMeasure2,strIngredient3,strMeasure3,strIngredient4,strMeasure4,strIngredient5,strMeasure5,strIngredient6,strMeasure6,strIngredient7,strMeasure7,strIngredient8,strMeasure8,strIngredient9,strMeasure9,strIngredient10,strMeasure10,strIngredient11,strMeasure11,strIngredient12,strMeasure12,strIngredient13,strMeasure13,strIngredient14,strMeasure14,strIngredient15,strMeasure15,strInstructions
Lassi - Sweet,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Highball glass,Yoghurt,1 cup ,Water,2 cups cold ,Sugar,4 tblsp ,Salt,pinch ,Lemon juice,2 tblsp ,, ,, ,, ,, ,, ,,,,,,,,,,,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.
Lassi Khara,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Highball Glass,Yoghurt,1 cup ,Water,2 cups cold ,Salt,1 tsp ,Asafoetida,1 pinch ,, ,, ,, ,, ,, ,,,,,,,,,,,,,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.
Lassi Raita,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,Highball Glass,Yoghurt,2 cups ,Ice,6-Apr,Sugar,"
",Lime,"
",Salt,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead."
Lemon Drop,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Cocktail glass,Absolut Vodka,1 1/2 shot ,Cointreau,1 1/2 shot ,Lemon,Juice of 1 wedge ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Shake and strain into a chilled cocktail glass rimmed with sugar.
Lemon Shot,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Shot glass,Galliano,1/2 oz ,Absolut Citron,1/2 oz ,Lemon," wedge
",Sugar,Bacardi ,151 proof rum, ,, ,, ,, ,, ,,,,,,,,,,,,,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade."
Lemouroudji,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Highball Glass,Ginger,2 pieces ,Water,1 gal ,Lemon,1 lb ,Sugar,1 cup ,Cayenne pepper,ground ,, ,, ,, ,, ,, ,,,,,,,,,,,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve."
Limeade,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Highball glass,Lime,Juice of 1 ,Sugar,1 tblsp ,Soda water," (seltzer water)
",Lime peel, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out."
Limona Corona,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Beer Glass,Corona,1 bottle ,Bacardi Limon,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink."
Loch Lomond,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Cocktail glass,Scotch,2 oz ,Drambuie,1/2 oz ,Dry Vermouth,1/2 oz ,Lemon peel,1 twist of ,, ,, ,, ,, ,, ,,,,,,,,,,,,,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
London Town,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Cocktail glass,Gin,1 1/2 oz ,Maraschino liqueur,1/2 oz ,Orange bitters,2 dashes ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
Lone Tree Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Cocktail glass,Sweet Vermouth,3/4 oz ,Gin,1 1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,"Stir ingredients with ice, strain into a cocktail glass, and serve."
Lone Tree Cooler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Collins glass,Carbonated water,"
",Gin,"
",Dry Vermouth,"
",Powdered sugar,"
",Orange spiral,"
",Lemon peel,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass."
Long Island Iced Tea,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Highball glass,Vodka,1/2 oz ,Tequila,1/2 oz ,Light rum,1/2 oz ,Gin,1/2 oz ,Coca-Cola,1 dash ,Lemon peel,Twist of ,, ,, ,, ,, ,, ,,,,,,,,,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.
Long Island Tea,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,Highball glass,Vodka,1/2 oz ,Light rum,1/2 oz ,Gin,1/2 oz ,Tequila,1/2 oz ,Lemon,Juice of 1/2 ,Coca-Cola,1 splash ,, ,, ,, ,, ,, ,,,,,,,,,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.
Long vodka,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Highball glass,Vodka,5 cl ,Lime,2-Jan,Angostura bitters,4 dashes ,Tonic water,1 dl Schweppes ,Ice,4,, ,, ,, ,, ,, ,,,,,,,,,,,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka"
Lord And Lady,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Old-fashioned glass,Dark rum,1 1/2 oz ,Tia maria,1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.
Lunch Box,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Pint glass,Beer,3/4 bottle ,Amaretto,1 shot ,Orange juice,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.
Mai Tai,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Collins glass,Light rum,1 oz ,Orgeat syrup,1/2 oz ,Triple sec,1/2 oz ,Sweet and sour,1 1/2 oz ,Cherry,1,, ,, ,, ,, ,, ,,,,,,,,,,,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.
Malibu Twister,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Highball glass,Malibu rum,2 parts ,Tropicana,2 parts ,Cranberry juice,1 part ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Add rum & trister then, add cranberry jucie,stir"
Mango Orange Smoothie,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Highball Glass,Mango,1,Orange,2,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Throw everything into a blender and liquify.
Manhattan,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,Cocktail glass,Sweet Vermouth,3/4 oz ,Bourbon,2 1/2 oz Blended ,Angostura bitters,dash ,Ice,2 or 3 ,Maraschino cherry,1,Orange peel,1 twist of ,, ,, ,, ,, ,, ,,,,,,,,,"Stirred over ice, strained into a chilled glass, garnished, and served up."
Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,Cocktail glass,Tequila,1 1/2 oz ,Triple sec,1/2 oz ,Lime juice,1 oz ,Salt,,,,,,,,,,,,,,,,,,,,,,,,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass."
Martinez Cocktail,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,Cocktail glass,Gin,1 oz ,Dry Vermouth,1 oz ,Triple sec,1/4 tsp ,Orange bitters,1 dash ,Cherry,1,, ,, ,, ,, ,, ,,,,,,,,,,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.
Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Cocktail glass,Gin,1 2/3 oz ,Dry Vermouth,1/3 oz ,Olive,1,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
Mary Pickford,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Cocktail glass,Light rum,1 1/2 oz ,Pineapple juice,1 oz ,Maraschino liqueur,1/2 tsp ,Grenadine,1/2 tsp ,Maraschino cherry,1,, ,, ,, ,, ,, ,,,,,,,,,,,Shake and strain into a chilled large cocktail glass
Masala Chai,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,Coffee Mug,Water,2 cups ,Tea,3-4 tsp ,Ginger,1 chunk dried ,Cardamom,3-4 crushed ,Cloves,3,Cinnamon,1 piece ,Black pepper,1-2 whole ,Sugar," to taste
",Milk, ,, ,, ,, ,, ,,,,,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.
Melya,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,Coffee mug,Espresso,"
",Honey,Unsweetened ,Cocoa powder, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream."
Miami Vice,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,Cocktail glass,151 proof rum,5 oz Bacardi ,Pina colada mix,frozen ,Daiquiri mix,frozen ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
Microwave Hot Cocoa,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,Coffee mug,Sugar,5 tblsp ,Cocoa powder,3 tblsp ,Salt,1 dash ,Water,3 tblsp hot ,Milk,2 cups ,Vanilla extract,1/4 tsp ,, ,, ,, ,, ,, ,,,,,,,,,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well."
Midnight Cowboy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Cocktail glass,Bourbon,2 oz ,Dark rum,1 oz ,Heavy cream,1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
Midnight Manx,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,Old-fashioned glass,Kahlua,1 oz ,Bailey's irish cream,1 oz ,Goldschlager,dash ,Heavy cream,2 oz ,Coffee,2 oz Hazlenut ,, ,, ,, ,, ,, ,,,,,,,,,,,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!"
Midnight Mint,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Cocktail glass,Bailey's irish cream,1 oz ,White Creme de Menthe,3/4 oz ,Cream,3/4 oz double ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
Mimosa,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,Champagne flute,Champagne,Chilled ,Orange juice,2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold."
Mississippi Planters Punch,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,Collins glass,Brandy,1 oz ,Light rum,1/2 oz ,Bourbon,1/2 oz ,Lemon,Juice of 1/2 ,Powdered sugar,1 tblsp ,Carbonated water,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve."
Mocha-Berry,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,Irish coffee cup,Coffee,6 oz ,Chambord raspberry liqueur,2 oz ,Cocoa powder,2 tblsp ,Whipped cream,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
Mojito,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,Highball glass,Light rum,2-3 oz ,Lime,Juice of 1 ,Sugar,2 tsp ,Mint,4-Feb,Soda water,,,,,,,,,,,,,,,,,,,,,,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.
Mojito #3,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Collins glass,Mint,1/2 handful ,Lemon juice,3 cl ,Dark rum,1/8 L Jamaican ,Club soda,1/8 L ,Angostura bitters,8 drops ,, ,, ,, ,, ,, ,,,,,,,,,,,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
Monkey Gland,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Cocktail glass,Gin,2 oz ,Benedictine,1 tsp ,Orange juice,1/2 oz ,Grenadine,1 tsp ,, ,, ,, ,, ,, ,,,,,,,,,,,,,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
Monkey Wrench,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,Old-fashioned glass,Light rum,1 1/2 oz ,Grapefruit juice,3 oz ,Bitters,1 dash ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.
Moranguito,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Shot glass,Absinthe,5-Feb,Tequila,5-Feb,Grenadine,5-Jan,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"first you put rhe absinthe, then put tequila, then put the Granadine syrup."
Moscow Mule,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Copper Mug,Vodka,2 oz ,Lime juice,2 oz ,Ginger ale,8 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.
Mother's Milk,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Shot glass,Goldschlager,1 oz ,Butterscotch schnapps,1 oz ,Milk,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Shake over ice, strain. Serves two."
Mudslinger,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,Punch bowl,Southern Comfort,750 ml ,Orange juice,1 L ,Pepsi Cola,750 ml ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Add all contents to a large jug or punch bowl. Stir well!
Mulled Wine,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,Collins Glass,Water,3 cups ,Sugar,1 cup ,Cloves,12,Cinnamon,2,Lemon peel,1,Red wine,750 ml ,Brandy,1/4 cup ,, ,, ,, ,, ,, ,,,,,,,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
National Aquarium,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,Collins Glass,Rum,1/2 oz ,Vodka,1/2 oz ,Gin,1/2 oz ,Blue Curacao,1/2 oz ,Sour mix,2 oz ,Lemon-lime soda,1 splash ,, ,, ,, ,, ,, ,,,,,,,,,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.
Negroni,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,Old-fashioned glass,Gin,1 oz ,Campari,1 oz ,Sweet Vermouth,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Stir into glass over ice, garnish and serve."
New York Lemonade,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,Cocktail glass,Absolut Citron,2 oz ,Grand Marnier,1 oz ,Lemon juice,2 oz sweetened ,Club soda,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.
New York Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Whiskey sour glass,Blended whiskey,2 oz ,Lemon,Juice of 1/2 ,Sugar,1 tsp ,Red wine," (Claret)
",Lemon,"
",Cherry,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
Nuked Hot Chocolate,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Coffee mug,Cocoa powder,2 tsp ,Sugar,1 tsp ,Vanilla extract,1/2 tsp ,Milk,12 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts."
Nutty Irishman,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Highball Glass,Bailey's irish cream,1 part ,Frangelico,1 part ,Milk,1 part ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Serve over ice
Old Fashioned,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,Old-fashioned glass,Bourbon,4.5 cL,Angostura bitters,2 dashes,Sugar,1 cube,Water,dash,,,,,,,,,,,,,,,,,,,,,,,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry."
Orange Crush,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,Shot glass,Vodka,1 oz ,Triple sec,1 oz ,Orange juice,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Add all ingredients to tumbler-Pour as shot
Orange Oasis,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xqqytq1441167923.jpg,Highball glass,Cherry brandy,1/2 oz ,Gin,1 1/2 oz ,Orange juice,4 oz ,Ginger ale,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve."
Orange Push-up,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,Hurricane glass,Spiced rum,1.5 oz ,Grenadine,0.5 oz ,Orange juice,4 oz ,Sour mix,1 splash ,, ,, ,, ,, ,, ,,,,,,,,,,,,,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!
Orange Scented Hot Chocolate,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,Coffee mug,Milk,2 cups ,Chocolate,4 oz chopped bittersweet or semi-sweet ,Orange peel,3 2-inch strips ,Espresso,1/2 tsp instant ,Nutmeg,1/8 tsp ground ,, ,, ,, ,, ,, ,,,,,,,,,,,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings."
